Sample,Species,GroundArboreal,Native/Alien,DateCollectedStart,DateCollectedEnd,Place,MuseumBerlese,Disturbance,HabitatCategory,LocLatitude,LocLongitude,CollectorShort,Year
1519,Crematogaster.lineolata,G,native,6-Jun-86,6-Jun-86,Withlacoochie NF,museum,U,H,28.644106,-82.335729,M. Deyrup,1986
1519,Hypoponera.opacior,G,native,6-Jun-86,6-Jun-86,Withlacoochie NF,museum,U,H,28.644106,-82.335729,M. Deyrup,1986
1519,Nylanderia.arenivaga,G,native,6-Jun-86,6-Jun-86,Withlacoochie NF,museum,U,H,28.644106,-82.335729,M. Deyrup,1986
1519,Nylanderia.wojciki,G,native,6-Jun-86,6-Jun-86,Withlacoochie NF,museum,U,H,28.644106,-82.335729,M. Deyrup,1986
1519,Pheidole.dentata,G,native,6-Jun-86,6-Jun-86,Withlacoochie NF,museum,U,H,28.644106,-82.335729,M. Deyrup,1986
1519,Pheidole.dentigula,G,native,6-Jun-86,6-Jun-86,Withlacoochie NF,museum,U,H,28.644106,-82.335729,M. Deyrup,1986
1519,Pheidole.navigans,G,alien,6-Jun-86,6-Jun-86,Withlacoochie NF,museum,U,H,28.644106,-82.335729,M. Deyrup,1986
1519,Stigmatomma.pallipes,G,native,6-Jun-86,6-Jun-86,Withlacoochie NF,museum,U,H,28.644106,-82.335729,M. Deyrup,1986
1519,Strumigenys.talpa,G,native,6-Jun-86,6-Jun-86,Withlacoochie NF,museum,U,H,28.644106,-82.335729,M. Deyrup,1986
1519,Temnothorax.pergandei,G,native,6-Jun-86,6-Jun-86,Withlacoochie NF,museum,U,H,28.644106,-82.335729,M. Deyrup,1986
1519,Temnothorax.texanus,G,native,6-Jun-86,6-Jun-86,Withlacoochie NF,museum,U,H,28.644106,-82.335729,M. Deyrup,1986
1520,Aphaenogaster.lamellidens,G,native,6-Jun-86,6-Jun-86,Withlacoochie NF,museum,,,28.572609,-82.215371,M. Deyrup,1986
1520,Camponotus.decipiens,G,native,6-Jun-86,6-Jun-86,Withlacoochie NF,museum,,,28.572609,-82.215371,M. Deyrup,1986
1520,Camponotus.floridanus,G,native,6-Jun-86,6-Jun-86,Withlacoochie NF,museum,,,28.572609,-82.215371,M. Deyrup,1986
1520,Cardiocondyla.emeryi,G,alien,6-Jun-86,6-Jun-86,Withlacoochie NF,museum,,,28.572609,-82.215371,M. Deyrup,1986
1520,Crematogaster.ashmeadi,G,native,6-Jun-86,6-Jun-86,Withlacoochie NF,museum,,,28.572609,-82.215371,M. Deyrup,1986
1520,Cyphomyrmex.rimosus,G,alien,6-Jun-86,6-Jun-86,Withlacoochie NF,museum,,,28.572609,-82.215371,M. Deyrup,1986
1520,Dorymyrmex.bossuta,G,native,6-Jun-86,6-Jun-86,Withlacoochie NF,museum,,,28.572609,-82.215371,M. Deyrup,1986
1520,Nylanderia.bourbonica,G,alien,6-Jun-86,6-Jun-86,Withlacoochie NF,museum,,,28.572609,-82.215371,M. Deyrup,1986
1520,Odontomachus.brunneus,G,native,6-Jun-86,6-Jun-86,Withlacoochie NF,museum,,,28.572609,-82.215371,M. Deyrup,1986
1520,Pheidole.metallescens,G,native,6-Jun-86,6-Jun-86,Withlacoochie NF,museum,,,28.572609,-82.215371,M. Deyrup,1986
1520,Pseudomyrmex.ejectus,A,native,6-Jun-86,6-Jun-86,Withlacoochie NF,museum,,,28.572609,-82.215371,M. Deyrup,1986
1520,Solenopsis.invicta,G,alien,6-Jun-86,6-Jun-86,Withlacoochie NF,museum,,,28.572609,-82.215371,M. Deyrup,1986
1520,Tetramorium.caldarium,G,alien,6-Jun-86,6-Jun-86,Withlacoochie NF,museum,,,28.572609,-82.215371,M. Deyrup,1986
1520,Trachymyrmex.septentrionalis,G,native,6-Jun-86,6-Jun-86,Withlacoochie NF,museum,,,28.572609,-82.215371,M. Deyrup,1986
1663,Brachymyrmex.depilis,G,native,12-Sep-86,12-Sep-86,Collier-Seminole SP,museum,D,ML,25.994697,-81.59252,M. Deyrup,1986
1663,Colobopsis.impressa,A,native,12-Sep-86,12-Sep-86,Collier-Seminole SP,museum,D,ML,25.994697,-81.59252,M. Deyrup,1986
1663,Hypoponera.opaciceps,G,alien,12-Sep-86,12-Sep-86,Collier-Seminole SP,museum,D,ML,25.994697,-81.59252,M. Deyrup,1986
1663,Hypoponera.opacior,G,native,12-Sep-86,12-Sep-86,Collier-Seminole SP,museum,D,ML,25.994697,-81.59252,M. Deyrup,1986
1663,Pseudomyrmex.gracilis,A,alien,12-Sep-86,12-Sep-86,Collier-Seminole SP,museum,D,ML,25.994697,-81.59252,M. Deyrup,1986
1663,Wasmannia.auropunctata,G,alien,12-Sep-86,12-Sep-86,Collier-Seminole SP,museum,D,ML,25.994697,-81.59252,M. Deyrup,1986
1882,Hypoponera.opaciceps,G,alien,1-Feb-87,1-Feb-87,Collier-Seminole SP,berlese,U,H,25.994697,-81.59252,M. Deyrup,1987
1882,Pheidole.bilimeki,G,alien,1-Feb-87,1-Feb-87,Collier-Seminole SP,berlese,U,H,25.994697,-81.59252,M. Deyrup,1987
1883,Odontomachus.brunneus,G,native,1-Feb-87,1-Feb-87,Collier-Seminole SP,berlese,U,H,25.994697,-81.59252,M. Deyrup,1987
1883,Solenopsis.diplo,G,NA,1-Feb-87,1-Feb-87,Collier-Seminole SP,berlese,U,H,25.994697,-81.59252,M. Deyrup,1987
1884,Hypoponera.opaciceps,G,alien,1-Feb-87,1-Feb-87,Collier-Seminole SP,berlese,U,H,25.994697,-81.59252,M. Deyrup,1987
1884,Pheidole.bilimeki,G,alien,1-Feb-87,1-Feb-87,Collier-Seminole SP,berlese,U,H,25.994697,-81.59252,M. Deyrup,1987
1885,Brachymyrmex.depilis,G,native,1-Feb-87,1-Feb-87,Collier-Seminole SP,berlese,U,H,25.994697,-81.59252,M. Deyrup,1987
1885,Pheidole.bilimeki,G,alien,1-Feb-87,1-Feb-87,Collier-Seminole SP,berlese,U,H,25.994697,-81.59252,M. Deyrup,1987
1885,Solenopsis.diplo,G,NA,1-Feb-87,1-Feb-87,Collier-Seminole SP,berlese,U,H,25.994697,-81.59252,M. Deyrup,1987
1886,Brachymyrmex.depilis,G,native,1-Feb-87,1-Feb-87,Collier-Seminole SP,berlese,U,H,25.994697,-81.59252,M. Deyrup,1987
1886,Hypoponera.opaciceps,G,alien,1-Feb-87,1-Feb-87,Collier-Seminole SP,berlese,U,H,25.994697,-81.59252,M. Deyrup,1987
1886,Pheidole.bilimeki,G,alien,1-Feb-87,1-Feb-87,Collier-Seminole SP,berlese,U,H,25.994697,-81.59252,M. Deyrup,1987
1886,Solenopsis.diplo,G,NA,1-Feb-87,1-Feb-87,Collier-Seminole SP,berlese,U,H,25.994697,-81.59252,M. Deyrup,1987
1887,Odontomachus.brunneus,G,native,1-Feb-87,1-Feb-87,Collier-Seminole SP,berlese,U,H,25.994697,-81.59252,M. Deyrup,1987
1963,Pheidole.bilimeki,G,alien,3-Mar-87,3-Mar-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.983333,-81.416667,M. Deyrup,1987
1963,Solenopsis.diplo,G,NA,3-Mar-87,3-Mar-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.983333,-81.416667,M. Deyrup,1987
1963,Tapinoma.melanocephalum,G,alien,3-Mar-87,3-Mar-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.983333,-81.416667,M. Deyrup,1987
1964,Hypoponera.opaciceps,G,alien,3-Mar-87,3-Mar-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.983333,-81.416667,M. Deyrup,1987
1964,Pheidole.dentigula,G,native,3-Mar-87,3-Mar-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.983333,-81.416667,M. Deyrup,1987
1964,Solenopsis.diplo,G,NA,3-Mar-87,3-Mar-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.983333,-81.416667,M. Deyrup,1987
1965,Pheidole.bilimeki,G,alien,3-Mar-87,3-Mar-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.983333,-81.416667,M. Deyrup,1987
1965,Solenopsis.diplo,G,NA,3-Mar-87,3-Mar-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.983333,-81.416667,M. Deyrup,1987
1966,Pheidole.bilimeki,G,alien,3-Mar-87,3-Mar-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.983333,-81.416667,M. Deyrup,1987
1966,Solenopsis.diplo,G,NA,3-Mar-87,3-Mar-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.983333,-81.416667,M. Deyrup,1987
1967,Odontomachus.ruginodis,G,alien,3-Mar-87,3-Mar-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.983333,-81.416667,M. Deyrup,1987
1967,Pheidole.bilimeki,G,alien,3-Mar-87,3-Mar-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.983333,-81.416667,M. Deyrup,1987
1967,Solenopsis.diplo,G,NA,3-Mar-87,3-Mar-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.983333,-81.416667,M. Deyrup,1987
1968,Pheidole.bilimeki,G,alien,3-Mar-87,3-Mar-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.983333,-81.416667,M. Deyrup,1987
1968,Tapinoma.melanocephalum,G,alien,3-Mar-87,3-Mar-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.983333,-81.416667,M. Deyrup,1987
1969,Pheidole.bilimeki,G,alien,3-Mar-87,3-Mar-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.983333,-81.416667,M. Deyrup,1987
1970,Solenopsis.diplo,G,NA,3-Mar-87,3-Mar-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.983333,-81.416667,M. Deyrup,1987
1971,Pheidole.bilimeki,G,alien,3-Mar-87,3-Mar-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.983333,-81.416667,M. Deyrup,1987
1972,Nylanderia.concinna,G,native,3-Mar-87,3-Mar-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.983333,-81.416667,M. Deyrup,1987
1972,Pheidole.bilimeki,G,alien,3-Mar-87,3-Mar-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.983333,-81.416667,M. Deyrup,1987
1973,Nylanderia.concinna,G,native,3-Mar-87,3-Mar-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.983333,-81.416667,M. Deyrup,1987
1973,Pheidole.bilimeki,G,alien,3-Mar-87,3-Mar-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.983333,-81.416667,M. Deyrup,1987
1973,Solenopsis.diplo,G,NA,3-Mar-87,3-Mar-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.983333,-81.416667,M. Deyrup,1987
1974,Pheidole.bilimeki,G,alien,3-Mar-87,3-Mar-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.983333,-81.416667,M. Deyrup,1987
1974,Solenopsis.diplo,G,NA,3-Mar-87,3-Mar-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.983333,-81.416667,M. Deyrup,1987
1975,Pheidole.bilimeki,G,alien,3-Mar-87,3-Mar-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.983333,-81.416667,M. Deyrup,1987
1975,Solenopsis.diplo,G,NA,3-Mar-87,3-Mar-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.983333,-81.416667,M. Deyrup,1987
1976,Aphaenogaster.miamiana/carolinensis,G,native,3-Mar-87,3-Mar-87,Fakahatchee Strand Preserve SP,museum,S,H,25.983333,-81.416667,M. Deyrup,1987
1976,Camponotus.decipiens,G,native,3-Mar-87,3-Mar-87,Fakahatchee Strand Preserve SP,museum,S,H,25.983333,-81.416667,M. Deyrup,1987
1976,Camponotus.floridanus,G,native,3-Mar-87,3-Mar-87,Fakahatchee Strand Preserve SP,museum,S,H,25.983333,-81.416667,M. Deyrup,1987
1976,Crematogaster.ashmeadi,G,native,3-Mar-87,3-Mar-87,Fakahatchee Strand Preserve SP,museum,S,H,25.983333,-81.416667,M. Deyrup,1987
1976,Crematogaster.minutissima,G,native,3-Mar-87,3-Mar-87,Fakahatchee Strand Preserve SP,museum,S,H,25.983333,-81.416667,M. Deyrup,1987
1976,Hypoponera.opaciceps,G,alien,3-Mar-87,3-Mar-87,Fakahatchee Strand Preserve SP,museum,S,H,25.983333,-81.416667,M. Deyrup,1987
1976,Hypoponera.opacior,G,native,3-Mar-87,3-Mar-87,Fakahatchee Strand Preserve SP,museum,S,H,25.983333,-81.416667,M. Deyrup,1987
1976,Hypoponera.punctatissima,G,alien,3-Mar-87,3-Mar-87,Fakahatchee Strand Preserve SP,museum,S,H,25.983333,-81.416667,M. Deyrup,1987
1976,Monomorium.pharaonis,G,alien,3-Mar-87,3-Mar-87,Fakahatchee Strand Preserve SP,museum,S,H,25.983333,-81.416667,M. Deyrup,1987
1976,Nylanderia.concinna,G,native,3-Mar-87,3-Mar-87,Fakahatchee Strand Preserve SP,museum,S,H,25.983333,-81.416667,M. Deyrup,1987
1976,Odontomachus.ruginodis,G,alien,3-Mar-87,3-Mar-87,Fakahatchee Strand Preserve SP,museum,S,H,25.983333,-81.416667,M. Deyrup,1987
1976,Pheidole.bilimeki,G,alien,3-Mar-87,3-Mar-87,Fakahatchee Strand Preserve SP,museum,S,H,25.983333,-81.416667,M. Deyrup,1987
1976,Pheidole.dentigula,G,native,3-Mar-87,3-Mar-87,Fakahatchee Strand Preserve SP,museum,S,H,25.983333,-81.416667,M. Deyrup,1987
1976,Pheidole.flavens,G,alien,3-Mar-87,3-Mar-87,Fakahatchee Strand Preserve SP,museum,S,H,25.983333,-81.416667,M. Deyrup,1987
1976,Pseudomyrmex.ejectus,A,native,3-Mar-87,3-Mar-87,Fakahatchee Strand Preserve SP,museum,S,H,25.983333,-81.416667,M. Deyrup,1987
1976,Solenopsis.diplo,G,NA,3-Mar-87,3-Mar-87,Fakahatchee Strand Preserve SP,museum,S,H,25.983333,-81.416667,M. Deyrup,1987
1976,Strumigenys.emmae,G,alien,3-Mar-87,3-Mar-87,Fakahatchee Strand Preserve SP,museum,S,H,25.983333,-81.416667,M. Deyrup,1987
1976,Tapinoma.melanocephalum,G,alien,3-Mar-87,3-Mar-87,Fakahatchee Strand Preserve SP,museum,S,H,25.983333,-81.416667,M. Deyrup,1987
2071,Brachymyrmex.depilis,G,native,10-Apr-87,10-Apr-87,Collier-Seminole SP,berlese,U,H,25.994697,-81.59252,M. Deyrup,1987
2071,Pheidole.dentigula,G,native,10-Apr-87,10-Apr-87,Collier-Seminole SP,berlese,U,H,25.994697,-81.59252,M. Deyrup,1987
2071,Solenopsis.diplo,G,NA,10-Apr-87,10-Apr-87,Collier-Seminole SP,berlese,U,H,25.994697,-81.59252,M. Deyrup,1987
2072,Brachymyrmex.depilis,G,native,10-Apr-87,10-Apr-87,Collier-Seminole SP,berlese,U,H,25.994697,-81.59252,M. Deyrup,1987
2072,Odontomachus.ruginodis,G,alien,10-Apr-87,10-Apr-87,Collier-Seminole SP,berlese,U,H,25.994697,-81.59252,M. Deyrup,1987
2073,Brachymyrmex.depilis,G,native,10-Apr-87,10-Apr-87,Collier-Seminole SP,berlese,U,H,25.994697,-81.59252,M. Deyrup,1987
2073,Hypoponera.opaciceps,G,alien,10-Apr-87,10-Apr-87,Collier-Seminole SP,berlese,U,H,25.994697,-81.59252,M. Deyrup,1987
2073,Solenopsis.diplo,G,NA,10-Apr-87,10-Apr-87,Collier-Seminole SP,berlese,U,H,25.994697,-81.59252,M. Deyrup,1987
2074,Brachymyrmex.depilis,G,native,10-Apr-87,10-Apr-87,Collier-Seminole SP,berlese,U,H,25.994697,-81.59252,M. Deyrup,1987
2075,Brachymyrmex.depilis,G,native,10-Apr-87,10-Apr-87,Collier-Seminole SP,berlese,U,H,25.994697,-81.59252,M. Deyrup,1987
2075,Nylanderia.wojciki,G,native,10-Apr-87,10-Apr-87,Collier-Seminole SP,berlese,U,H,25.994697,-81.59252,M. Deyrup,1987
2075,Pheidole.bilimeki,G,alien,10-Apr-87,10-Apr-87,Collier-Seminole SP,berlese,U,H,25.994697,-81.59252,M. Deyrup,1987
2076,Hypoponera.opacior,G,native,10-Apr-87,10-Apr-87,Collier-Seminole SP,berlese,U,H,25.994697,-81.59252,M. Deyrup,1987
2076,Nylanderia.concinna,G,native,10-Apr-87,10-Apr-87,Collier-Seminole SP,berlese,U,H,25.994697,-81.59252,M. Deyrup,1987
2076,Solenopsis.diplo,G,NA,10-Apr-87,10-Apr-87,Collier-Seminole SP,berlese,U,H,25.994697,-81.59252,M. Deyrup,1987
2077,Hypoponera.punctatissima,G,alien,10-Apr-87,10-Apr-87,Collier-Seminole SP,berlese,U,H,25.994697,-81.59252,M. Deyrup,1987
2077,Solenopsis.diplo,G,NA,10-Apr-87,10-Apr-87,Collier-Seminole SP,berlese,U,H,25.994697,-81.59252,M. Deyrup,1987
2078,Hypoponera.punctatissima,G,alien,10-Apr-87,10-Apr-87,Collier-Seminole SP,berlese,U,H,25.994697,-81.59252,M. Deyrup,1987
2078,Odontomachus.brunneus,G,native,10-Apr-87,10-Apr-87,Collier-Seminole SP,berlese,U,H,25.994697,-81.59252,M. Deyrup,1987
2079,Solenopsis.diplo,G,NA,10-Apr-87,10-Apr-87,Collier-Seminole SP,berlese,U,H,25.994697,-81.59252,M. Deyrup,1987
2080,Brachymyrmex.obscurior,G,alien,10-Apr-87,10-Apr-87,Collier-Seminole SP,museum,D,H,25.994697,-81.59252,M. Deyrup,1987
2080,Crematogaster.ashmeadi,G,native,10-Apr-87,10-Apr-87,Collier-Seminole SP,museum,D,H,25.994697,-81.59252,M. Deyrup,1987
2080,Odontomachus.brunneus,G,native,10-Apr-87,10-Apr-87,Collier-Seminole SP,museum,D,H,25.994697,-81.59252,M. Deyrup,1987
2080,Pheidole.bilimeki,G,alien,10-Apr-87,10-Apr-87,Collier-Seminole SP,museum,D,H,25.994697,-81.59252,M. Deyrup,1987
2080,Platythyrea.punctata,G,native,10-Apr-87,10-Apr-87,Collier-Seminole SP,museum,D,H,25.994697,-81.59252,M. Deyrup,1987
2080,Pseudomyrmex.gracilis,A,alien,10-Apr-87,10-Apr-87,Collier-Seminole SP,museum,D,H,25.994697,-81.59252,M. Deyrup,1987
2080,Solenopsis.geminata,G,native,10-Apr-87,10-Apr-87,Collier-Seminole SP,museum,D,H,25.994697,-81.59252,M. Deyrup,1987
2080,Solenopsis.invicta,G,alien,10-Apr-87,10-Apr-87,Collier-Seminole SP,museum,D,H,25.994697,-81.59252,M. Deyrup,1987
2081,Pseudomyrmex.elongatus,A,native,10-Apr-87,10-Apr-87,Collier-Seminole SP,museum,U,H,25.994697,-81.59252,M. Deyrup,1987
2082,Brachymyrmex.obscurior,G,alien,10-Apr-87,10-Apr-87,Collier-Seminole SP,museum,U,H,25.994697,-81.59252,M. Deyrup,1987
2082,Hypoponera.punctatissima,G,alien,10-Apr-87,10-Apr-87,Collier-Seminole SP,museum,U,H,25.994697,-81.59252,M. Deyrup,1987
2082,Nylanderia.concinna,G,native,10-Apr-87,10-Apr-87,Collier-Seminole SP,museum,U,H,25.994697,-81.59252,M. Deyrup,1987
2082,Nylanderia.wojciki,G,native,10-Apr-87,10-Apr-87,Collier-Seminole SP,museum,U,H,25.994697,-81.59252,M. Deyrup,1987
2082,Odontomachus.brunneus,G,native,10-Apr-87,10-Apr-87,Collier-Seminole SP,museum,U,H,25.994697,-81.59252,M. Deyrup,1987
2082,Odontomachus.ruginodis,G,alien,10-Apr-87,10-Apr-87,Collier-Seminole SP,museum,U,H,25.994697,-81.59252,M. Deyrup,1987
2082,Platythyrea.punctata,G,native,10-Apr-87,10-Apr-87,Collier-Seminole SP,museum,U,H,25.994697,-81.59252,M. Deyrup,1987
2082,Pseudomyrmex.cubaensis,A,native,10-Apr-87,10-Apr-87,Collier-Seminole SP,museum,U,H,25.994697,-81.59252,M. Deyrup,1987
2082,Pseudomyrmex.pallidus,A,native,10-Apr-87,10-Apr-87,Collier-Seminole SP,museum,U,H,25.994697,-81.59252,M. Deyrup,1987
2082,Solenopsis.diplo,G,NA,10-Apr-87,10-Apr-87,Collier-Seminole SP,museum,U,H,25.994697,-81.59252,M. Deyrup,1987
2082,Solenopsis.geminata,G,native,10-Apr-87,10-Apr-87,Collier-Seminole SP,museum,U,H,25.994697,-81.59252,M. Deyrup,1987
2082,Solenopsis.invicta,G,alien,10-Apr-87,10-Apr-87,Collier-Seminole SP,museum,U,H,25.994697,-81.59252,M. Deyrup,1987
2097,Pheidole.bilimeki,G,alien,3-May-87,3-May-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.938333,-81.466667,M. Deyrup,1987
2097,Solenopsis.diplo,G,NA,3-May-87,3-May-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.938333,-81.466667,M. Deyrup,1987
2097,Tapinoma.melanocephalum,G,alien,3-May-87,3-May-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.938333,-81.466667,M. Deyrup,1987
2098,Hypoponera.opaciceps,G,alien,3-May-87,3-May-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.938333,-81.466667,M. Deyrup,1987
2098,Pheidole.dentigula,G,native,3-May-87,3-May-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.938333,-81.466667,M. Deyrup,1987
2098,Solenopsis.diplo,G,NA,3-May-87,3-May-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.938333,-81.466667,M. Deyrup,1987
2099,Pheidole.bilimeki,G,alien,3-May-87,3-May-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.938333,-81.466667,M. Deyrup,1987
2099,Solenopsis.diplo,G,NA,3-May-87,3-May-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.938333,-81.466667,M. Deyrup,1987
2100,Pheidole.bilimeki,G,alien,3-May-87,3-May-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.938333,-81.466667,M. Deyrup,1987
2100,Solenopsis.diplo,G,NA,3-May-87,3-May-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.938333,-81.466667,M. Deyrup,1987
2101,Odontomachus.ruginodis,G,alien,3-May-87,3-May-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.938333,-81.466667,M. Deyrup,1987
2101,Pheidole.bilimeki,G,alien,3-May-87,3-May-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.938333,-81.466667,M. Deyrup,1987
2101,Solenopsis.diplo,G,NA,3-May-87,3-May-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.938333,-81.466667,M. Deyrup,1987
2102,Pheidole.bilimeki,G,alien,3-May-87,3-May-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.938333,-81.466667,M. Deyrup,1987
2102,Tapinoma.melanocephalum,G,alien,3-May-87,3-May-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.938333,-81.466667,M. Deyrup,1987
2103,Pheidole.bilimeki,G,alien,3-May-87,3-May-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.938333,-81.466667,M. Deyrup,1987
2104,Solenopsis.diplo,G,NA,3-May-87,3-May-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.938333,-81.466667,M. Deyrup,1987
2105,Pheidole.bilimeki,G,alien,3-May-87,3-May-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.938333,-81.466667,M. Deyrup,1987
2106,Nylanderia.concinna,G,native,3-May-87,3-May-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.938333,-81.466667,M. Deyrup,1987
2106,Pheidole.bilimeki,G,alien,3-May-87,3-May-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.938333,-81.466667,M. Deyrup,1987
2107,Nylanderia.concinna,G,native,3-May-87,3-May-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.938333,-81.466667,M. Deyrup,1987
2107,Pheidole.bilimeki,G,alien,3-May-87,3-May-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.938333,-81.466667,M. Deyrup,1987
2107,Solenopsis.diplo,G,NA,3-May-87,3-May-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.938333,-81.466667,M. Deyrup,1987
2108,Pheidole.bilimeki,G,alien,3-May-87,3-May-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.938333,-81.466667,M. Deyrup,1987
2108,Solenopsis.diplo,G,NA,3-May-87,3-May-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.938333,-81.466667,M. Deyrup,1987
2109,Pheidole.bilimeki,G,alien,3-May-87,3-May-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.938333,-81.466667,M. Deyrup,1987
2109,Solenopsis.diplo,G,NA,3-May-87,3-May-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.938333,-81.466667,M. Deyrup,1987
2110,Crematogaster.minutissima,G,native,3-May-87,3-May-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.938333,-81.466667,M. Deyrup,1987
2110,Hypoponera.punctatissima,G,alien,3-May-87,3-May-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.938333,-81.466667,M. Deyrup,1987
2110,Nylanderia.concinna,G,native,3-May-87,3-May-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.938333,-81.466667,M. Deyrup,1987
2110,Pheidole.bilimeki,G,alien,3-May-87,3-May-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.938333,-81.466667,M. Deyrup,1987
2110,Solenopsis.diplo,G,NA,3-May-87,3-May-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.938333,-81.466667,M. Deyrup,1987
2111,Nylanderia.concinna,G,native,3-May-87,3-May-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.938333,-81.466667,M. Deyrup,1987
2111,Odontomachus.ruginodis,G,alien,3-May-87,3-May-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.938333,-81.466667,M. Deyrup,1987
2111,Pheidole.bilimeki,G,alien,3-May-87,3-May-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.938333,-81.466667,M. Deyrup,1987
2111,Solenopsis.diplo,G,NA,3-May-87,3-May-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.938333,-81.466667,M. Deyrup,1987
2112,Nylanderia.concinna,G,native,3-May-87,3-May-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.938333,-81.466667,M. Deyrup,1987
2112,Pheidole.bilimeki,G,alien,3-May-87,3-May-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.938333,-81.466667,M. Deyrup,1987
2112,Solenopsis.diplo,G,NA,3-May-87,3-May-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.938333,-81.466667,M. Deyrup,1987
2113,Pheidole.bilimeki,G,alien,3-May-87,3-May-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.938333,-81.466667,M. Deyrup,1987
2113,Solenopsis.diplo,G,NA,3-May-87,3-May-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.938333,-81.466667,M. Deyrup,1987
2114,Nylanderia.concinna,G,native,3-May-87,3-May-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.938333,-81.466667,M. Deyrup,1987
2114,Solenopsis.diplo,G,NA,3-May-87,3-May-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.938333,-81.466667,M. Deyrup,1987
2115,Nylanderia.concinna,G,native,3-May-87,3-May-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.938333,-81.466667,M. Deyrup,1987
2116,Hypoponera.opacior,G,native,3-May-87,3-May-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.938333,-81.466667,M. Deyrup,1987
2116,Odontomachus.ruginodis,G,alien,3-May-87,3-May-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.938333,-81.466667,M. Deyrup,1987
2116,Pheidole.bilimeki,G,alien,3-May-87,3-May-87,Fakahatchee Strand Preserve SP,berlese,S,H,25.938333,-81.466667,M. Deyrup,1987
